Year,Region,Indicator,Avg_Region
2013,Middle East & North Africa,Access to Agricultural Resources,50.9
2013,Middle East & North Africa,Access to Diversified Financial Services,25.0
2013,Middle East & North Africa,Access to Financial Services,67.9
2013,Middle East & North Africa,Adoptation of Innovative Technologies,14.3
2013,Middle East & North Africa,Agricultural GDP,89.0
2013,Middle East & North Africa,Agricultural Production Volatility,57.8
2013,Middle East & North Africa,Agricultural R&D,35.8
2013,Middle East & North Africa,Agricultural Trade,67.6
2013,Middle East & North Africa,Agricultural Water Quality,67.9
2013,Middle East & North Africa,Agricultural Water Quantity,7.1
2013,Middle East & North Africa,Agricultural Women Empowerment,3.6
2013,Middle East & North Africa,Armed Conflict,62.5
2013,Middle East & North Africa,Biodiversity and Habitat,25.6
2013,Middle East & North Africa,Community Organizations,64.3
2013,Middle East & North Africa,Corruption,30.4
2013,Middle East & North Africa,Crop Storage Facilities,28.6
2013,Middle East & North Africa,Dependency on Chronic Food Aid,50.0
2013,Middle East & North Africa,Disaster Risk Management,15.0
2013,Middle East & North Africa,Early Warning Measures,14.3
2013,Middle East & North Africa,Ecosystem Services,50.5
2013,Middle East & North Africa,Financial Capital,64.5
2013,Middle East & North Africa,Food Dietary Diversity,48.3
2013,Middle East & North Africa,Food Loss,79.5
2013,Middle East & North Africa,Food Price Volatility,67.8
2013,Middle East & North Africa,Food Safety,79.6
2013,Middle East & North Africa,Food Safety Net Programs,73.4
2013,Middle East & North Africa,Food Security Policy Commitment,24.8
2013,Middle East & North Africa,Food Supply Sufficiency,57.6
2013,Middle East & North Africa,Food Systems Resilience Score,52.7
2013,Middle East & North Africa,Forest Change,73.5
2013,Middle East & North Africa,Gender Equality,57.3
2013,Middle East & North Africa,Green House Emission Per Capita,34.8
2013,Middle East & North Africa,Human Capital,64.5
2013,Middle East & North Africa,Income Inequality,60.1
2013,Middle East & North Africa,Irrigation Infrastructure,34.2
2013,Middle East & North Africa,KOFGI Globalization Index,63.6
2013,Middle East & North Africa,Labor Force Participation Rate,52.6
2013,Middle East & North Africa,Land Degradation,85.0
2013,Middle East & North Africa,Literacy Rate,86.6
2013,Middle East & North Africa,Manufactured Capital,42.6
2013,Middle East & North Africa,Micronutrient Availability,66.5
2013,Middle East & North Africa,Natural Capital,43.3
2013,Middle East & North Africa,Natural Hazard Exposure,68.9
2013,Middle East & North Africa,Nutritional Standards,55.6
2013,Middle East & North Africa,Per Capita GDP,54.6
2013,Middle East & North Africa,Political Stability Risk,39.3
2013,Middle East & North Africa,Population Growth Rate,62.4
2013,Middle East & North Africa,Poverty Population,92.2
2013,Middle East & North Africa,Protein Quality,75.5
2013,Middle East & North Africa,Social Capital,46.1
2013,Middle East & North Africa,Soil Organic Content,3.8
2013,Middle East & North Africa,Supply Chain Infrastructure,53.3
2013,Middle East & North Africa,Sustainable Agriculture,17.9
2013,Middle East & North Africa,Telecommunications,68.9
2013,North America,Access to Agricultural Resources,47.6
2013,North America,Access to Diversified Financial Services,100.0
2013,North America,Access to Financial Services,100.0
2013,North America,Adoptation of Innovative Technologies,50.0
2013,North America,Agricultural GDP,97.7
2013,North America,Agricultural Production Volatility,74.8
2013,North America,Agricultural R&D,40.0
2013,North America,Agricultural Trade,81.2
2013,North America,Agricultural Water Quality,100.0
2013,North America,Agricultural Water Quantity,62.5
2013,North America,Agricultural Women Empowerment,50.0
2013,North America,Armed Conflict,100.0
2013,North America,Biodiversity and Habitat,39.7
2013,North America,Community Organizations,100.0
2013,North America,Corruption,87.5
2013,North America,Crop Storage Facilities,50.0
2013,North America,Dependency on Chronic Food Aid,100.0
2013,North America,Disaster Risk Management,26.4
2013,North America,Early Warning Measures,100.0
2013,North America,Ecosystem Services,27.5
2013,North America,Financial Capital,89.5
2013,North America,Food Dietary Diversity,63.1
2013,North America,Food Loss,88.5
2013,North America,Food Price Volatility,87.8
2013,North America,Food Safety,99.6
2013,North America,Food Safety Net Programs,100.0
2013,North America,Food Security Policy Commitment,0.0
2013,North America,Food Supply Sufficiency,92.6
2013,North America,Food Systems Resilience Score,70.2
2013,North America,Forest Change,74.4
2013,North America,Gender Equality,81.0
2013,North America,Green House Emission Per Capita,3.5
2013,North America,Human Capital,86.9
2013,North America,Income Inequality,70.6
2013,North America,Irrigation Infrastructure,8.6
2013,North America,KOFGI Globalization Index,69.4
2013,North America,Labor Force Participation Rate,64.4
2013,North America,Land Degradation,76.7
2013,North America,Literacy Rate,NA
2013,North America,Manufactured Capital,54.2
2013,North America,Micronutrient Availability,80.3
2013,North America,Natural Capital,46.5
2013,North America,Natural Hazard Exposure,73.9
2013,North America,Nutritional Standards,79.4
2013,North America,Per Capita GDP,84.7
2013,North America,Political Stability Risk,90.0
2013,North America,Population Growth Rate,90.4
2013,North America,Poverty Population,99.3
2013,North America,Protein Quality,100.0
2013,North America,Social Capital,78.8
2013,North America,Soil Organic Content,43.6
2013,North America,Supply Chain Infrastructure,78.1
2013,North America,Sustainable Agriculture,100.0
2013,North America,Telecommunications,47.2
2013,South Asia,Access to Agricultural Resources,59.0
2013,South Asia,Access to Diversified Financial Services,20.0
2013,South Asia,Access to Financial Services,50.0
2013,South Asia,Adoptation of Innovative Technologies,13.3
2013,South Asia,Agricultural GDP,66.2
2013,South Asia,Agricultural Production Volatility,78.2
2013,South Asia,Agricultural R&D,29.2
2013,South Asia,Agricultural Trade,56.4
2013,South Asia,Agricultural Water Quality,5.0
2013,South Asia,Agricultural Water Quantity,25.0
2013,South Asia,Agricultural Women Empowerment,30.0
2013,South Asia,Armed Conflict,55.0
2013,South Asia,Biodiversity and Habitat,35.7
2013,South Asia,Community Organizations,90.0
2013,South Asia,Corruption,20.0
2013,South Asia,Crop Storage Facilities,20.0
2013,South Asia,Dependency on Chronic Food Aid,40.0
2013,South Asia,Disaster Risk Management,43.6
2013,South Asia,Early Warning Measures,0.0
2013,South Asia,Ecosystem Services,41.7
2013,South Asia,Financial Capital,51.4
2013,South Asia,Food Dietary Diversity,40.7
2013,South Asia,Food Loss,72.0
2013,South Asia,Food Price Volatility,66.7
2013,South Asia,Food Safety,71.0
2013,South Asia,Food Safety Net Programs,66.3
2013,South Asia,Food Security Policy Commitment,60.0
2013,South Asia,Food Supply Sufficiency,37.0
2013,South Asia,Food Systems Resilience Score,48.7
2013,South Asia,Forest Change,73.2
2013,South Asia,Gender Equality,46.6
2013,South Asia,Green House Emission Per Capita,80.1
2013,South Asia,Human Capital,57.1
2013,South Asia,Income Inequality,45.4
2013,South Asia,Irrigation Infrastructure,75.6
2013,South Asia,KOFGI Globalization Index,48.9
2013,South Asia,Labor Force Participation Rate,58.0
2013,South Asia,Land Degradation,44.0
2013,South Asia,Literacy Rate,58.3
2013,South Asia,Manufactured Capital,38.4
2013,South Asia,Micronutrient Availability,52.0
2013,South Asia,Natural Capital,47.2
2013,South Asia,Natural Hazard Exposure,62.3
2013,South Asia,Nutritional Standards,64.8
2013,South Asia,Per Capita GDP,28.7
2013,South Asia,Political Stability Risk,45.0
2013,South Asia,Population Growth Rate,75.2
2013,South Asia,Poverty Population,51.5
2013,South Asia,Protein Quality,41.1
2013,South Asia,Social Capital,51.8
2013,South Asia,Soil Organic Content,34.2
2013,South Asia,Supply Chain Infrastructure,32.0
2013,South Asia,Sustainable Agriculture,50.0
2013,South Asia,Telecommunications,29.4
2013,Sub-Saharan Africa,Access to Agricultural Resources,58.4
2013,Sub-Saharan Africa,Access to Diversified Financial Services,9.6
2013,Sub-Saharan Africa,Access to Financial Services,26.9
2013,Sub-Saharan Africa,Adoptation of Innovative Technologies,23.1
2013,Sub-Saharan Africa,Agricultural GDP,58.9
2013,Sub-Saharan Africa,Agricultural Production Volatility,62.5
2013,Sub-Saharan Africa,Agricultural R&D,22.3
2013,Sub-Saharan Africa,Agricultural Trade,64.4
2013,Sub-Saharan Africa,Agricultural Water Quality,2.8
2013,Sub-Saharan Africa,Agricultural Water Quantity,46.3
2013,Sub-Saharan Africa,Agricultural Women Empowerment,19.2
2013,Sub-Saharan Africa,Armed Conflict,68.3
2013,Sub-Saharan Africa,Biodiversity and Habitat,50.2
2013,Sub-Saharan Africa,Community Organizations,61.5
2013,Sub-Saharan Africa,Corruption,18.3
2013,Sub-Saharan Africa,Crop Storage Facilities,38.5
2013,Sub-Saharan Africa,Dependency on Chronic Food Aid,61.5
2013,Sub-Saharan Africa,Disaster Risk Management,24.4
2013,Sub-Saharan Africa,Early Warning Measures,44.2
2013,Sub-Saharan Africa,Ecosystem Services,34.5
2013,Sub-Saharan Africa,Financial Capital,44.3
2013,Sub-Saharan Africa,Food Dietary Diversity,47.2
2013,Sub-Saharan Africa,Food Loss,59.5
2013,Sub-Saharan Africa,Food Price Volatility,50.8
2013,Sub-Saharan Africa,Food Safety,33.9
2013,Sub-Saharan Africa,Food Safety Net Programs,36.4
2013,Sub-Saharan Africa,Food Security Policy Commitment,41.1
2013,Sub-Saharan Africa,Food Supply Sufficiency,48.8
2013,Sub-Saharan Africa,Food Systems Resilience Score,47.8
2013,Sub-Saharan Africa,Forest Change,63.3
2013,Sub-Saharan Africa,Gender Equality,41.0
2013,Sub-Saharan Africa,Green House Emission Per Capita,75.0
2013,Sub-Saharan Africa,Human Capital,58.5
2013,Sub-Saharan Africa,Income Inequality,33.4
2013,Sub-Saharan Africa,Irrigation Infrastructure,1.5
2013,Sub-Saharan Africa,KOFGI Globalization Index,49.0
2013,Sub-Saharan Africa,Labor Force Participation Rate,65.8
2013,Sub-Saharan Africa,Land Degradation,62.0
2013,Sub-Saharan Africa,Literacy Rate,59.7
2013,Sub-Saharan Africa,Manufactured Capital,37.2
2013,Sub-Saharan Africa,Micronutrient Availability,71.6
2013,Sub-Saharan Africa,Natural Capital,49.2
2013,Sub-Saharan Africa,Natural Hazard Exposure,67.4
2013,Sub-Saharan Africa,Nutritional Standards,49.2
2013,Sub-Saharan Africa,Per Capita GDP,26.8
2013,Sub-Saharan Africa,Political Stability Risk,42.9
2013,Sub-Saharan Africa,Population Growth Rate,66.1
2013,Sub-Saharan Africa,Poverty Population,26.8
2013,Sub-Saharan Africa,Protein Quality,38.8
2013,Sub-Saharan Africa,Social Capital,43.9
2013,Sub-Saharan Africa,Soil Organic Content,18.4
2013,Sub-Saharan Africa,Supply Chain Infrastructure,30.0
2013,Sub-Saharan Africa,Sustainable Agriculture,36.5
2013,Sub-Saharan Africa,Telecommunications,22.0
2014,East Asia & Pacific,Access to Agricultural Resources,55.7
2014,East Asia & Pacific,Access to Diversified Financial Services,46.4
2014,East Asia & Pacific,Access to Financial Services,67.9
2014,East Asia & Pacific,Adoptation of Innovative Technologies,26.2
2014,East Asia & Pacific,Agricultural GDP,76.3
2014,East Asia & Pacific,Agricultural Production Volatility,83.8
2014,East Asia & Pacific,Agricultural R&D,41.0
2014,East Asia & Pacific,Agricultural Trade,71.6
2014,East Asia & Pacific,Agricultural Water Quality,35.7
2014,East Asia & Pacific,Agricultural Water Quantity,46.4
2014,East Asia & Pacific,Agricultural Women Empowerment,17.9
2014,East Asia & Pacific,Armed Conflict,69.6
2014,East Asia & Pacific,Biodiversity and Habitat,38.3
2014,East Asia & Pacific,Community Organizations,89.3
2014,East Asia & Pacific,Corruption,42.9
2014,East Asia & Pacific,Crop Storage Facilities,42.9
2014,East Asia & Pacific,Dependency on Chronic Food Aid,85.7
2014,East Asia & Pacific,Disaster Risk Management,39.6
2014,East Asia & Pacific,Early Warning Measures,35.7
2014,East Asia & Pacific,Ecosystem Services,26.4
2014,East Asia & Pacific,Financial Capital,62.0
2014,East Asia & Pacific,Food Dietary Diversity,49.1
2014,East Asia & Pacific,Food Loss,79.7
2014,East Asia & Pacific,Food Price Volatility,80.6
2014,East Asia & Pacific,Food Safety,86.7
2014,East Asia & Pacific,Food Safety Net Programs,86.7
2014,East Asia & Pacific,Food Security Policy Commitment,36.1
2014,East Asia & Pacific,Food Supply Sufficiency,68.1
2014,East Asia & Pacific,Food Systems Resilience Score,58.5
2014,East Asia & Pacific,Forest Change,69.7
2014,East Asia & Pacific,Gender Equality,70.1
2014,East Asia & Pacific,Green House Emission Per Capita,50.5
2014,East Asia & Pacific,Human Capital,75.7
2014,East Asia & Pacific,Income Inequality,59.4
2014,East Asia & Pacific,Irrigation Infrastructure,36.4
2014,East Asia & Pacific,KOFGI Globalization Index,58.8
2014,East Asia & Pacific,Labor Force Participation Rate,65.6
2014,East Asia & Pacific,Land Degradation,61.3
2014,East Asia & Pacific,Literacy Rate,90.5
2014,East Asia & Pacific,Manufactured Capital,48.4
2014,East Asia & Pacific,Micronutrient Availability,61.6
2014,East Asia & Pacific,Natural Capital,44.0
2014,East Asia & Pacific,Natural Hazard Exposure,64.6
2014,East Asia & Pacific,Nutritional Standards,70.6
2014,East Asia & Pacific,Per Capita GDP,49.3
2014,East Asia & Pacific,Political Stability Risk,60.4
2014,East Asia & Pacific,Population Growth Rate,83.8
2014,East Asia & Pacific,Poverty Population,83.1
2014,East Asia & Pacific,Protein Quality,69.4
2014,East Asia & Pacific,Social Capital,62.9
2014,East Asia & Pacific,Soil Organic Content,43.9
2014,East Asia & Pacific,Supply Chain Infrastructure,53.5
2014,East Asia & Pacific,Sustainable Agriculture,39.3
2014,East Asia & Pacific,Telecommunications,65.6
2014,Europe & Central Asia,Access to Agricultural Resources,59.5
2014,Europe & Central Asia,Access to Diversified Financial Services,86.7
2014,Europe & Central Asia,Access to Financial Services,91.7
2014,Europe & Central Asia,Adoptation of Innovative Technologies,57.8
2014,Europe & Central Asia,Agricultural GDP,88.3
2014,Europe & Central Asia,Agricultural Production Volatility,57.1
2014,Europe & Central Asia,Agricultural R&D,38.7
2014,Europe & Central Asia,Agricultural Trade,73.8
2014,Europe & Central Asia,Agricultural Water Quality,70.0
2014,Europe & Central Asia,Agricultural Water Quantity,41.7
2014,Europe & Central Asia,Agricultural Women Empowerment,6.7
2014,Europe & Central Asia,Armed Conflict,84.2
2014,Europe & Central Asia,Biodiversity and Habitat,60.7
2014,Europe & Central Asia,Community Organizations,93.3
2014,Europe & Central Asia,Corruption,53.3
2014,Europe & Central Asia,Crop Storage Facilities,80.0
2014,Europe & Central Asia,Dependency on Chronic Food Aid,90.0
2014,Europe & Central Asia,Disaster Risk Management,50.4
2014,Europe & Central Asia,Early Warning Measures,80.0
2014,Europe & Central Asia,Ecosystem Services,38.4
2014,Europe & Central Asia,Financial Capital,76.2
2014,Europe & Central Asia,Food Dietary Diversity,61.1
2014,Europe & Central Asia,Food Loss,87.3
2014,Europe & Central Asia,Food Price Volatility,82.4
2014,Europe & Central Asia,Food Safety,95.5
2014,Europe & Central Asia,Food Safety Net Programs,96.0
2014,Europe & Central Asia,Food Security Policy Commitment,12.2
2014,Europe & Central Asia,Food Supply Sufficiency,81.3
2014,Europe & Central Asia,Food Systems Resilience Score,69.1
2014,Europe & Central Asia,Forest Change,77.7
2014,Europe & Central Asia,Gender Equality,83.2
2014,Europe & Central Asia,Green House Emission Per Capita,33.2
2014,Europe & Central Asia,Human Capital,81.1
2014,Europe & Central Asia,Income Inequality,72.6
2014,Europe & Central Asia,Irrigation Infrastructure,18.9
2014,Europe & Central Asia,KOFGI Globalization Index,73.8
2014,Europe & Central Asia,Labor Force Participation Rate,58.2
2014,Europe & Central Asia,Land Degradation,80.7
2014,Europe & Central Asia,Literacy Rate,99.3
2014,Europe & Central Asia,Manufactured Capital,64.2
2014,Europe & Central Asia,Micronutrient Availability,70.7
2014,Europe & Central Asia,Natural Capital,52.5
